City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Bjelovar,HR,2022-10-02 13:02:04,45.8986,16.8489,69.78200000000001,53,87,3.23
271,Cabedelo,BR,2022-10-02 13:02:04,-6.9811,-34.8339,80.11400000000003,69,30,5.96
272,Banda Aceh,ID,2022-10-02 13:02:05,5.5577,95.3222,79.98800000000006,80,85,4.56
273,Porto Velho,BR,2022-10-02 12:58:42,-8.7619,-63.9039,77.05400000000006,83,0,1.54
274,Monroe,US,2022-10-02 13:00:35,43.1501,-77.6831,51.188000000000045,80,75,10.8
275,Pemangkat,ID,2022-10-02 13:02:06,1.1667,108.9667,78.38600000000008,84,100,0.28
276,San Quintin,MX,2022-10-02 13:02:06,30.4833,-115.95,67.08200000000002,80,100,4.09
277,Iquitos,PE,2022-10-02 13:02:07,-3.7481,-73.2472,76.82000000000006,84,99,0.92
278,Dingle,PH,2022-10-02 13:02:07,10.9995,122.6711,77.48600000000008,89,100,2.88
279,Konstantinovka,RU,2022-10-02 13:02:08,49.6167,127.9833,44.27600000000009,91,100,2.94
280,Kalaleh,IR,2022-10-02 13:02:08,37.3807,55.4916,80.54600000000005,39,0,1.96
281,Cidreira,BR,2022-10-02 13:02:08,-30.1811,-50.2056,64.31000000000009,75,25,3.83
282,Winnemucca,US,2022-10-02 13:02:09,40.973,-117.7357,35.65400000000005,64,0,0.0
283,Progreso,MX,2022-10-02 13:02:09,21.2833,-89.6667,71.11400000000003,68,26,0.49
284,Marsa Matruh,EG,2022-10-02 13:02:10,31.3525,27.2453,86.792,55,0,8.15
285,Broken Hill,AU,2022-10-02 13:02:10,-31.95,141.4333,61.12400000000001,38,20,4.76
286,Union De San Antonio,MX,2022-10-02 13:02:11,21.1,-101.9667,49.694000000000074,44,19,0.36
287,Alofi,NU,2022-10-02 13:02:11,-19.0595,-169.9187,75.092,66,24,8.05
288,Ca Mau,VN,2022-10-02 13:02:12,9.1769,105.15,78.15200000000007,91,100,0.93
289,Shubarshi,KZ,2022-10-02 13:02:12,48.5872,57.1869,59.63000000000004,20,97,4.74
290,Marzuq,YE,2022-10-02 13:02:12,14.4,46.4667,87.78200000000001,22,10,3.57
291,Gizo,SB,2022-10-02 13:02:13,-8.103,156.8419,82.292,74,15,2.79
292,Avarua,CK,2022-10-02 13:02:13,-21.2078,-159.775,71.65400000000005,64,75,5.14
293,Mogadishu,SO,2022-10-02 13:02:03,2.0371,45.3438,79.10600000000002,78,32,8.39
294,Griffith,US,2022-10-02 13:02:14,41.5284,-87.4237,58.891999999999996,90,0,5.14
295,Sobolevo,RU,2022-10-02 13:02:15,54.4299,31.8996,50.25200000000008,84,100,4.64
296,Namatanai,PG,2022-10-02 13:02:15,-3.6667,152.4333,79.73600000000008,78,87,3.15
297,Flinders,AU,2022-10-02 13:02:15,-34.5833,150.8552,52.17800000000007,87,15,1.79
298,Carlagan,PH,2022-10-02 13:02:16,14.975,122.0456,82.058,81,94,7.0
299,Port-Gentil,GA,2022-10-02 13:02:16,-0.7193,8.7815,84.16400000000004,74,75,4.63
300,Chuy,UY,2022-10-02 13:02:17,-33.6971,-53.4616,63.41000000000008,62,2,2.26
301,Changji,CN,2022-10-02 13:02:17,44.0167,87.3167,45.391999999999996,31,0,1.0
302,Namibe,AO,2022-10-02 13:02:18,-15.1961,12.1522,71.63600000000008,67,17,6.46
303,Russell,US,2022-10-02 13:02:18,32.3502,-85.1999,61.82600000000009,100,0,1.54
304,Whyalla,AU,2022-10-02 13:02:18,-33.0333,137.5833,64.77800000000008,51,100,4.09
305,Comarapa,BO,2022-10-02 13:02:02,-17.9,-64.4833,64.43600000000006,57,6,0.95
306,Aklavik,CA,2022-10-02 13:02:19,68.2191,-135.0107,27.32000000000006,95,100,2.13
307,Tuatapere,NZ,2022-10-02 13:02:20,-46.1333,167.6833,41.03600000000007,92,30,1.89
308,Nagato,JP,2022-10-02 13:02:20,34.3833,131.2,72.44600000000005,81,100,5.0
309,Dhuwaran,IN,2022-10-02 13:02:20,22.2333,72.8,91.74199999999999,51,18,2.8
310,Borogontsy,RU,2022-10-02 13:03:21,62.6683,131.1683,23.9,84,100,2.29
311,Clinton,US,2022-10-02 12:59:17,42.587,-82.9199,55.940000000000026,76,1,0.89
312,Kirakira,SB,2022-10-02 13:03:21,-10.4544,161.9205,79.03399999999999,84,63,2.52
313,Armilla,ES,2022-10-02 13:03:22,37.141,-3.6185,82.14800000000002,21,0,0.0
314,Dasoguz,TM,2022-10-02 13:03:22,41.8363,59.9666,60.09800000000003,12,94,6.15
315,Yar-Sale,RU,2022-10-02 13:03:23,66.8333,70.8333,36.06800000000008,84,100,5.91
316,Copalau,RO,2022-10-02 13:03:24,47.6167,26.8333,66.48800000000006,71,92,8.99
317,Souillac,MU,2022-10-02 13:03:24,-20.5167,57.5167,73.77800000000008,68,75,4.12
318,Hithadhoo,MV,2022-10-02 13:03:25,-0.6,73.0833,82.16600000000001,67,100,7.34
319,Galesong,ID,2022-10-02 13:03:25,-5.3166,119.3661,77.01800000000009,77,99,4.63
320,Mount Gambier,AU,2022-10-02 13:03:25,-37.8333,140.7667,49.064000000000036,87,99,2.8
321,Machilipatnam,IN,2022-10-02 13:03:26,16.1667,81.1333,82.41800000000009,81,100,3.79
322,Santa Cruz,BO,2022-10-02 13:01:15,-17.8,-63.1667,80.2760000000001,46,20,3.97
323,Kendari,ID,2022-10-02 13:03:27,-3.945,122.4989,77.28800000000004,90,90,1.12
324,San Rafael,AR,2022-10-02 13:00:46,-34.6177,-68.3301,70.50200000000008,30,81,2.67
325,Shenjiamen,CN,2022-10-02 13:03:27,29.9576,122.298,78.06200000000007,87,0,9.58
326,Goderich,CA,2022-10-02 13:00:45,43.7501,-81.7165,44.90600000000003,66,6,7.94
327,Lyuban,BY,2022-10-02 13:03:28,52.7985,28.0048,45.194000000000074,92,100,7.72
328,Halifax,CA,2022-10-02 13:03:28,44.6453,-63.5724,50.504000000000055,70,100,3.58
329,Arcachon,FR,2022-10-02 13:03:29,44.5875,-1.0519,71.65400000000005,68,75,2.57
330,Fairbanks,US,2022-10-02 13:01:55,64.8378,-147.7164,41.306000000000026,94,100,1.15
331,Limoges,FR,2022-10-02 13:00:47,45.75,1.3333,64.67000000000007,77,100,3.6
332,Mubende,UG,2022-10-02 13:03:30,0.5606,31.39,76.98200000000003,53,100,1.39
333,Coari,BR,2022-10-02 13:01:34,-4.085,-63.1414,74.13800000000005,92,100,1.22
334,Asau,RO,2022-10-02 13:03:30,46.4333,26.4,67.28000000000004,55,13,7.75
335,Mayo,US,2022-10-02 13:03:31,38.8876,-76.5119,60.40400000000005,95,100,3.13
336,Erzin,TR,2022-10-02 13:03:32,36.9559,36.2,86.27000000000007,42,45,3.48
337,Sorland,NO,2022-10-02 13:03:32,67.667,12.6934,51.656000000000034,93,75,3.09
338,Poum,NC,2022-10-02 13:03:32,-20.2333,164.0167,74.33600000000007,66,100,4.82
339,Bodo,NO,2022-10-02 13:03:33,67.28,14.405,55.43600000000007,62,75,2.06
340,Kyren,RU,2022-10-02 13:03:33,51.6828,102.1408,27.32000000000006,68,86,0.62
341,Bengkulu,ID,2022-10-02 13:03:34,-3.8004,102.2655,75.542,91,100,2.5
342,Kingsland,US,2022-10-02 13:03:34,30.8,-81.6898,65.984,90,0,2.62
343,Oliver,CA,2022-10-02 13:00:46,49.1831,-119.5524,57.66800000000009,62,0,0.94
344,Taltal,CL,2022-10-02 13:03:35,-25.4,-70.4833,61.86200000000006,65,1,2.62
345,Kotelnikovo,RU,2022-10-02 13:03:35,47.6317,43.1461,79.73600000000008,39,100,6.32
346,Northam,GB,2022-10-02 13:03:36,51.0333,-4.2167,64.65200000000007,75,7,4.71
347,Tessalit,ML,2022-10-02 13:03:36,20.1986,1.0114,100.13000000000004,18,87,2.48
348,Alice Springs,AU,2022-10-02 13:02:36,-23.7,133.8833,69.35,53,40,2.57
349,Ust-Kulom,RU,2022-10-02 13:03:37,61.6864,53.6902,44.63600000000007,95,100,3.95
350,Almaznyy,RU,2022-10-02 13:03:37,48.0448,40.045,77.342,40,100,6.38
351,Bentiu,SS,2022-10-02 13:03:38,9.2333,29.8333,94.29800000000003,37,67,2.44
352,Beringovskiy,RU,2022-10-02 13:03:38,63.05,179.3167,40.766000000000005,90,100,4.95
353,Yanam,IN,2022-10-02 13:03:38,16.7333,82.2167,78.38600000000008,91,100,1.56
354,Japura,ID,2022-10-02 13:03:39,-0.3167,102.35,72.32000000000006,99,100,1.37
355,Naze,JP,2022-10-02 13:03:39,28.3667,129.4833,76.87400000000002,69,1,5.88
356,Tateyama,JP,2022-10-02 13:03:40,34.9833,139.8667,70.10600000000002,71,57,3.73
357,Elk Grove,US,2022-10-02 13:03:58,38.4088,-121.3716,59.99000000000002,87,0,3.6
358,Mahon,ES,2022-10-02 13:04:40,39.8885,4.2658,75.75800000000001,60,20,5.14
359,Batticaloa,LK,2022-10-02 13:04:41,7.7102,81.6924,84.83000000000004,63,84,9.2
360,Qostanay,KZ,2022-10-02 13:04:41,53.1667,63.5833,50.288000000000046,23,0,3.0
361,Mount Isa,AU,2022-10-02 13:04:42,-20.7333,139.5,80.36600000000001,24,100,3.09
362,Buckingham,GB,2022-10-02 13:04:42,51.9997,-0.9878,65.984,30,0,1.79
363,Mujiayingzi,CN,2022-10-02 13:04:42,42.1167,118.7833,57.398000000000025,86,12,1.31
364,Point Pedro,LK,2022-10-02 13:04:43,9.8167,80.2333,82.16600000000001,77,100,7.5
365,Los Llanos De Aridane,ES,2022-10-02 13:04:43,28.6585,-17.9182,73.14800000000002,78,40,2.06
366,Vostok,RU,2022-10-02 13:04:44,46.4856,135.8833,48.182000000000016,91,0,2.65
367,Rawson,AR,2022-10-02 13:04:44,-43.3002,-65.1023,50.32400000000001,62,100,5.43
368,Omis,HR,2022-10-02 13:04:45,43.4447,16.6886,75.12800000000007,57,59,1.23
369,Tilichiki,RU,2022-10-02 13:04:45,60.4667,166.1,30.97400000000001,93,100,2.58
370,Nuuk,GL,2022-10-02 13:04:45,64.1835,-51.7216,34.412000000000056,93,20,2.06
371,Zholymbet,KZ,2022-10-02 13:04:46,51.7433,71.7122,41.09000000000002,39,8,3.55
372,Karcag,HU,2022-10-02 13:04:46,47.3167,20.9333,64.77800000000008,47,43,7.98
373,Edea,CM,2022-10-02 13:04:47,3.8,10.1333,79.03399999999999,87,85,1.89
374,Zhezkazgan,KZ,2022-10-02 13:04:47,47.8043,67.7144,49.98200000000001,20,0,8.0
375,Soller,ES,2022-10-02 13:04:48,39.7662,2.7152,82.34600000000006,61,0,1.79
376,Podor,MR,2022-10-02 13:04:48,16.6527,-14.9587,92.984,26,16,1.03
377,Maniitsoq,GL,2022-10-02 13:04:49,65.4167,-52.9,33.44000000000002,60,14,1.15
378,Albertirsa,HU,2022-10-02 13:04:49,47.2431,19.6169,66.90200000000007,56,24,7.04
379,Mareeba,AU,2022-10-02 13:04:49,-17.0,145.4333,70.52000000000007,87,82,1.35
380,Ahipara,NZ,2022-10-02 13:04:50,-35.1667,173.1667,59.45,95,77,3.84
381,Thap Than,TH,2022-10-02 13:04:50,15.4606,99.8917,76.80200000000008,95,100,2.4
382,Launceston,AU,2022-10-02 13:04:51,-41.45,147.1667,47.15600000000003,88,100,0.0
383,Hobyo,SO,2022-10-02 13:04:51,5.3505,48.5268,79.89800000000002,70,79,12.01
384,Netrakona,BD,2022-10-02 13:04:52,24.8833,90.7167,80.34800000000003,87,100,1.13
385,Amboasary,MG,2022-10-02 13:04:52,-25.0333,46.3833,87.99800000000002,38,7,6.51
386,Constitucion,CL,2022-10-02 13:02:16,-35.3333,-72.4167,59.12600000000009,74,20,1.61
387,Yashan,CN,2022-10-02 13:04:53,22.1975,109.9419,77.30600000000004,92,0,1.24
388,Mayor Pablo Lagerenza,PY,2022-10-02 13:04:53,-19.9309,-60.7718,75.39800000000002,54,100,2.06
389,Coihaique,CL,2022-10-02 13:01:02,-45.5752,-72.0662,47.66000000000008,59,100,1.19
390,Morro Bay,US,2022-10-02 13:04:54,35.3658,-120.8499,59.91800000000009,94,14,1.22
391,Lagoa,PT,2022-10-02 13:04:54,39.05,-27.9833,69.49400000000009,88,100,13.04
392,Itapetinga,BR,2022-10-02 13:03:19,-15.2489,-40.2478,75.34400000000008,71,100,1.48
393,Nioaque,BR,2022-10-02 13:04:55,-21.1353,-55.83,83.04800000000003,56,20,1.63
394,Chicama,PE,2022-10-02 13:04:55,-7.8447,-79.1469,57.74000000000002,76,100,1.79
395,Jaciara,BR,2022-10-02 13:04:56,-15.9653,-54.9683,79.934,64,98,0.27
396,Thomaston,US,2022-10-02 13:04:56,32.8882,-84.3266,62.906000000000034,73,0,4.12
397,Balikpapan,ID,2022-10-02 13:04:57,-1.2675,116.8289,79.79000000000002,89,20,0.51
398,Timizart,DZ,2022-10-02 13:04:57,36.8,4.2667,85.38800000000005,31,0,2.21
399,Brokopondo,SR,2022-10-02 13:04:57,4.75,-55.1667,83.30000000000001,65,41,2.8
400,Nalut,LY,2022-10-02 13:04:58,30.3333,10.85,92.91200000000006,23,11,5.36
401,Aku,NG,2022-10-02 13:04:58,6.7081,7.3167,75.23600000000008,90,100,1.37
402,Honningsvag,NO,2022-10-02 13:04:59,70.9821,25.9704,42.54800000000002,75,40,2.06
403,Xichang,CN,2022-10-02 13:04:59,27.8964,102.2634,67.22600000000008,89,6,1.84
404,Tiszaeszlar,HU,2022-10-02 13:06:00,48.05,21.4667,65.2100000000001,47,16,6.07
405,Linqiong,CN,2022-10-02 13:06:01,30.4159,103.4609,78.584,72,82,0.98
406,Mamakan,RU,2022-10-02 13:06:02,57.8161,114.0028,24.76400000000003,94,100,1.61
407,Emba,KZ,2022-10-02 13:06:04,48.8264,58.1442,57.83000000000004,20,10,4.82
408,Cabo San Lucas,MX,2022-10-02 13:04:40,22.8909,-109.9124,77.30600000000004,73,0,4.63
409,Huntingdon,GB,2022-10-02 13:06:06,52.3305,-0.1865,65.93000000000004,53,0,4.21
410,Grindavik,IS,2022-10-02 13:06:08,63.8424,-22.4338,48.66800000000009,81,75,10.29
411,Desbiens,CA,2022-10-02 13:06:09,48.4178,-71.9495,40.13600000000007,73,6,4.36
412,Vanimo,PG,2022-10-02 13:01:20,-2.6741,141.3028,78.85400000000006,86,76,2.67
413,Bridlington,GB,2022-10-02 13:06:11,54.0831,-0.1919,66.14600000000004,61,0,5.07
414,Tromso,NO,2022-10-02 13:06:12,69.6496,18.957,44.61800000000009,65,0,2.06
415,Lebedinyy,RU,2022-10-02 13:06:13,58.5167,125.5167,19.85,96,100,4.65
416,Teguise,ES,2022-10-02 13:06:16,29.0605,-13.564,71.816,83,20,7.2
417,Anadyr,RU,2022-10-02 13:02:29,64.75,177.4833,30.002000000000077,80,100,1.37
418,Kisangani,CD,2022-10-02 13:06:18,0.5167,25.2,82.70600000000003,72,93,1.66
419,Riberalta,BO,2022-10-02 13:06:20,-10.9833,-66.1,78.99800000000002,78,75,3.09
420,Muli,MV,2022-10-02 13:06:22,2.9167,73.5667,81.75200000000008,76,100,8.54
421,Barstow,US,2022-10-02 13:06:23,34.8986,-117.0228,65.39000000000001,46,3,1.74
422,Tura,IN,2022-10-02 13:06:24,25.5198,90.2201,74.69600000000005,98,99,0.69
423,Pangody,RU,2022-10-02 13:06:25,65.85,74.4859,35.924000000000014,65,100,6.86
424,Tekeli,KZ,2022-10-02 13:06:26,44.83,78.8239,42.188000000000045,17,0,2.01
425,Bronnoysund,NO,2022-10-02 13:06:27,65.4625,12.1997,55.400000000000006,71,75,2.68
426,Bulungu,CD,2022-10-02 13:06:28,-4.55,18.6,73.50800000000001,88,100,2.91
427,Ketou,BJ,2022-10-02 13:06:29,7.3633,2.5998,86.07200000000003,64,100,0.74
428,Amfiklia,GR,2022-10-02 13:06:30,38.6333,22.5833,82.31000000000009,29,0,2.96
429,Skjervoy,NO,2022-10-02 13:06:31,70.0311,20.9714,42.8,66,7,0.63
430,Valdosta,US,2022-10-02 13:03:35,30.8327,-83.2785,66.11000000000008,75,0,3.6
431,Paveh,IR,2022-10-02 13:06:33,35.0434,46.3565,81.69800000000004,11,0,3.59
432,College,US,2022-10-02 13:06:34,64.8569,-147.8028,41.288000000000046,93,75,0.0
433,Panaba,MX,2022-10-02 13:06:35,21.2833,-88.2667,75.542,79,21,1.98
434,Sisimiut,GL,2022-10-02 13:06:36,66.9395,-53.6735,31.802000000000078,75,98,2.99
435,Sao Gabriel Da Cachoeira,BR,2022-10-02 13:06:38,-0.1303,-67.0892,75.18200000000002,90,100,1.46
436,Sambava,MG,2022-10-02 13:06:38,-14.2667,50.1667,75.34400000000008,65,3,5.74
437,El Bagre,CO,2022-10-02 13:06:40,7.5927,-74.8086,79.88000000000005,67,16,1.07
438,Nhamunda,BR,2022-10-02 13:06:41,-2.1861,-56.7131,90.10400000000006,49,71,1.45
439,Cap Malheureux,MU,2022-10-02 13:06:43,-19.9842,57.6142,73.47200000000004,60,6,3.13
440,Vao,NC,2022-10-02 13:06:45,-22.6667,167.4833,70.43000000000004,75,100,3.84
441,Tautira,PF,2022-10-02 13:06:46,-17.7333,-149.15,76.94600000000005,74,100,4.6
442,Deniliquin,AU,2022-10-02 13:06:47,-35.5333,144.9667,51.116000000000014,74,93,1.86
443,Nobres,BR,2022-10-02 13:06:48,-14.7203,-56.3275,81.82400000000001,66,96,1.38
444,Chulman,RU,2022-10-02 13:06:49,56.8479,124.9104,20.102000000000075,90,98,5.8
445,Pontes E Lacerda,BR,2022-10-02 13:06:50,-15.2261,-59.3353,89.49199999999999,43,11,1.68
446,Lodwar,KE,2022-10-02 13:06:51,3.1191,35.5973,95.73800000000006,23,86,5.48
447,Camacha,PT,2022-10-02 13:02:54,33.0833,-16.3333,72.82400000000001,60,40,3.09
448,Codrington,AU,2022-10-02 13:06:53,-38.2667,141.9667,47.516000000000005,92,100,2.77
449,Koumac,NC,2022-10-02 13:07:54,-20.5667,164.2833,72.08600000000007,71,100,2.59
450,Hammerfest,NO,2022-10-02 13:07:55,70.6634,23.6821,43.25,75,75,1.03
451,Miles City,US,2022-10-02 13:05:47,46.4083,-105.8406,52.772000000000034,100,100,4.12
452,Santana Do Livramento,BR,2022-10-02 13:04:38,-30.8908,-55.5328,63.28399999999999,65,0,3.69
453,Pacific Grove,US,2022-10-02 13:07:58,36.6177,-121.9166,60.728000000000065,84,100,2.24
454,Vallenar,CL,2022-10-02 13:07:59,-28.5708,-70.7581,68.66600000000001,37,0,1.38
455,Kodinsk,RU,2022-10-02 13:08:00,58.6881,99.1844,28.868000000000087,81,100,2.42
456,Sassandra,CI,2022-10-02 13:08:02,4.95,-6.0833,79.71800000000009,75,51,3.95
457,Shieli,KZ,2022-10-02 13:08:04,44.1667,66.75,57.14600000000005,18,0,9.29
458,Saint-Pierre,RE,2022-10-02 13:08:05,-21.3393,55.4781,73.07600000000009,69,100,8.75
459,Cross Lanes,US,2022-10-02 13:08:06,38.4204,-81.7907,54.89600000000005,95,100,2.57
460,Egvekinot,RU,2022-10-02 13:08:07,66.3167,-179.1667,23.36000000000008,82,100,3.12
461,Rustenburg,ZA,2022-10-02 13:08:08,-25.6676,27.2421,94.29800000000003,12,0,4.65
462,Arman,RU,2022-10-02 13:08:10,59.7,150.1667,32.018000000000086,63,100,3.0
463,Kupang,ID,2022-10-02 13:08:11,-10.1667,123.5833,80.34800000000003,82,12,2.69
464,Manacapuru,BR,2022-10-02 13:08:12,-3.2997,-60.6206,83.55200000000008,66,100,1.2
465,Mitrofanovka,RU,2022-10-02 13:08:13,49.9708,39.6939,73.09400000000008,51,100,5.77
466,Maragogi,BR,2022-10-02 13:08:14,-9.0122,-35.2225,80.20400000000006,62,4,4.38
467,Kutum,SD,2022-10-02 13:08:15,14.2,24.6667,90.5,21,82,2.47
468,Deputatskiy,RU,2022-10-02 13:08:16,69.3,139.9,-0.6519999999999797,98,71,2.25
469,Waipawa,NZ,2022-10-02 13:08:17,-41.4122,175.5153,47.94800000000002,98,100,3.13
470,Abbeville,FR,2022-10-02 13:07:14,50.1,1.8333,59.25200000000008,95,100,2.06
471,Cayenne,GF,2022-10-02 13:05:57,4.9333,-52.3333,87.83600000000007,62,20,3.09
472,Touros,BR,2022-10-02 13:08:21,-5.1989,-35.4608,84.59600000000006,50,5,7.55
473,Nelson Bay,AU,2022-10-02 13:08:22,-32.7167,152.15,55.99400000000007,84,1,2.68
474,Sargatskoye,RU,2022-10-02 13:08:23,55.6101,73.4972,35.38399999999999,66,68,2.91
475,Parksville,CA,2022-10-02 13:08:24,49.3163,-124.3195,60.944000000000074,72,0,1.95
476,Shimoda,JP,2022-10-02 13:08:25,34.6667,138.95,72.12200000000004,75,11,3.75
477,Thiruvananthapuram,IN,2022-10-02 13:08:26,8.4833,76.9167,80.58200000000002,83,75,3.6
478,Biak,ID,2022-10-02 13:08:27,-0.9131,122.8766,77.81000000000009,83,100,1.22
479,Metro,ID,2022-10-02 13:08:28,-5.1131,105.3067,76.06400000000004,87,99,2.6
480,Camana,PE,2022-10-02 13:08:29,-16.6228,-72.7111,65.4260000000001,67,45,3.71
481,Young,UY,2022-10-02 13:08:30,-32.6833,-57.6333,66.2,55,0,1.75
482,Asfi,MA,2022-10-02 13:08:31,32.2994,-9.2372,75.83000000000004,51,97,4.85
483,Eureka,US,2022-10-02 13:08:32,40.8021,-124.1637,56.93000000000004,88,55,0.45
484,Ducheng,CN,2022-10-02 13:08:33,23.2373,111.5317,79.95200000000008,81,0,1.44
485,Miranda,CO,2022-10-02 13:08:35,3.2499,-76.2281,69.9260000000001,70,47,0.94
486,Maceio,BR,2022-10-02 13:05:59,-9.6658,-35.7353,83.642,54,40,3.09
487,Khorixas,NA,2022-10-02 13:08:37,-20.3667,14.9667,100.49000000000002,8,3,2.41
488,Sinnamary,GF,2022-10-02 13:08:38,5.3833,-52.95,84.93800000000005,67,36,2.22
489,Juneau,US,2022-10-02 13:08:39,58.3019,-134.4197,48.21800000000009,97,100,4.12
490,Namie,JP,2022-10-02 13:08:40,37.4833,141.0,63.71600000000001,94,96,2.13
491,Abapo,BO,2022-10-02 13:08:41,-18.8333,-63.4667,77.01800000000009,40,11,1.27
492,Kaseda,JP,2022-10-02 13:08:42,31.4167,130.3167,74.46200000000006,73,2,4.34
493,Rabat,MA,2022-10-02 13:08:44,33.9911,-6.8401,90.05000000000001,26,27,2.57
494,Puri,IN,2022-10-02 13:08:45,19.8,85.85,84.72200000000004,83,99,4.74
495,Kurdzhinovo,RU,2022-10-02 13:08:46,43.9884,40.9552,72.33800000000005,53,100,0.92
496,Balakovo,RU,2022-10-02 13:08:48,52.0278,47.8007,70.37600000000009,51,100,4.48
497,Akdepe,TM,2022-10-02 13:09:48,42.0551,59.3788,59.846000000000046,12,100,6.06
498,Invermere,CA,2022-10-02 13:08:46,50.5167,-116.0354,50.306000000000026,77,0,0.38
499,Sabya,SA,2022-10-02 13:09:49,17.1495,42.6254,94.29800000000003,42,0,6.95
500,Calabozo,VE,2022-10-02 13:09:49,8.9242,-67.4293,77.14400000000008,88,100,1.47
501,North Bend,US,2022-10-02 13:09:50,43.4065,-124.2243,55.16600000000001,99,100,1.54
502,Pimampiro,EC,2022-10-02 13:09:50,0.4,-77.9667,61.88000000000004,68,83,3.37
503,Viedma,AR,2022-10-02 13:09:51,-40.8135,-62.9967,56.641999999999996,43,97,6.04
504,Ulladulla,AU,2022-10-02 13:09:51,-35.35,150.4667,49.694000000000074,86,8,1.89
505,Fukue,JP,2022-10-02 13:09:51,32.6881,128.8419,76.71200000000006,81,0,6.03
506,Kaeo,NZ,2022-10-02 13:09:52,-35.1,173.7833,61.32200000000004,95,100,5.96
507,Madang,PG,2022-10-02 13:09:52,-5.2246,145.7966,78.62000000000006,84,51,1.34
508,Tyup,KG,2022-10-02 13:09:53,42.7276,78.3648,47.06600000000001,55,9,3.09
509,Basoko,CD,2022-10-02 13:09:53,1.2391,23.616,80.20400000000006,82,94,1.96
510,Portsmouth,GB,2022-10-02 13:09:53,50.799,-1.0913,66.18200000000002,82,18,1.79
511,Okha,RU,2022-10-02 13:09:54,53.5739,142.9478,49.44199999999999,83,100,8.01
512,Najran,SA,2022-10-02 13:09:54,17.4924,44.1277,89.72600000000008,11,62,7.45
513,Viransehir,TR,2022-10-02 13:09:55,37.2353,39.7631,93.65,10,6,1.97
514,Frankfort,ZA,2022-10-02 13:09:55,-27.2667,28.4833,89.63600000000008,9,0,4.32
515,Mporokoso,ZM,2022-10-02 13:09:56,-9.3727,30.125,93.02000000000007,12,14,2.82
516,Edd,ER,2022-10-02 13:09:56,13.9297,41.6925,92.96600000000001,56,10,4.45
517,Bereda,ES,2022-10-02 13:09:56,43.2686,-7.5406,76.40600000000003,60,100,0.78
518,Bairiki,KI,2022-10-02 13:09:57,1.3292,172.9752,82.4,83,40,5.66
519,Ndele,CF,2022-10-02 13:09:57,8.4109,20.6473,87.22400000000002,58,55,1.32
520,Yopal,CO,2022-10-02 13:09:58,5.3378,-72.3959,75.36200000000005,77,99,0.67
521,Junction City,US,2022-10-02 13:06:49,39.0286,-96.8314,53.79800000000003,77,0,1.54
522,Luderitz,NA,2022-10-02 13:09:58,-26.6481,15.1594,68.37800000000007,60,0,8.33
523,Narsipatnam,IN,2022-10-02 13:09:59,17.6667,82.6167,79.75400000000005,86,99,1.78
524,Saint-Ambroise,CA,2022-10-02 13:09:59,48.5501,-71.3324,38.570000000000064,63,6,1.41
525,Cockburn Town,TC,2022-10-02 13:10:00,21.4612,-71.1419,82.22000000000006,77,62,5.27
526,Manavalakurichi,IN,2022-10-02 13:10:00,8.1333,77.3,79.91600000000001,80,100,7.54
527,Baykit,RU,2022-10-02 13:10:01,61.67,96.37,29.82200000000004,86,100,2.13
528,Baoqing,CN,2022-10-02 13:05:24,46.3317,132.2111,56.31800000000008,93,1,3.08
529,Puerto Baquerizo Moreno,EC,2022-10-02 13:10:01,-0.9,-89.6,66.99199999999999,87,100,5.71
530,Basco,PH,2022-10-02 13:10:02,20.4487,121.9702,83.858,78,100,8.04
531,Horsham,GB,2022-10-02 13:10:02,51.064,-0.3272,65.73200000000003,75,20,2.57
532,Palafrugell,ES,2022-10-02 13:10:03,41.9174,3.1631,81.35600000000002,44,71,0.45
533,Kaz,RU,2022-10-02 13:10:03,52.9113,87.3105,24.60200000000008,96,1,1.35
534,Bichena,ET,2022-10-02 13:10:04,10.45,38.2,64.90400000000005,63,22,0.87
535,Custodia,BR,2022-10-02 13:10:04,-8.0875,-37.6431,85.19000000000003,28,0,3.77
536,Galle,LK,2022-10-02 13:10:05,6.0367,80.217,80.07800000000006,82,100,7.89
537,Quatre Cocos,MU,2022-10-02 13:10:05,-20.2078,57.7625,73.50800000000001,67,49,6.35
538,Jijiga,ET,2022-10-02 13:10:06,9.35,42.8,74.80400000000006,48,49,6.35
539,Minab,IR,2022-10-02 13:07:17,27.1467,57.0801,89.816,58,0,5.57
540,Lewiston,US,2022-10-02 13:10:06,44.1003,-70.2148,46.92200000000004,66,0,5.66
541,Palana,RU,2022-10-02 13:10:07,59.1167,159.9667,37.814000000000036,78,100,5.62
542,Dubbo,AU,2022-10-02 13:10:07,-32.25,148.6167,48.32600000000009,81,3,3.09
543,Barra Do Garcas,BR,2022-10-02 13:10:08,-15.89,-52.2567,82.97600000000008,54,100,2.49
544,San Patricio,US,2022-10-02 13:11:09,28.017,-97.5169,78.83600000000007,61,99,2.91
545,Carlyle,US,2022-10-02 13:11:09,38.6103,-89.3726,52.214000000000034,88,0,0.45
546,Horki,BY,2022-10-02 13:11:10,54.2861,30.9842,49.92800000000007,86,100,5.65
547,Lingao,CN,2022-10-02 13:11:10,19.9103,109.6859,79.10600000000002,88,0,4.77
