City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
356,Yulara,AU,-25.24,130.99,69.6,32,0,4.34,clear sky
357,Colac,AU,-38.33,143.58,51.17,98,100,5.67,light rain
358,Najran,SA,17.49,44.13,84.85,19,42,4.27,scattered clouds
359,Williams Lake,CA,52.14,-122.14,60.37,70,40,2.57,scattered clouds
360,Karratha,AU,-20.74,116.85,74.23,52,25,6.2,scattered clouds
361,Ngunguru,NZ,-35.62,174.5,52.11,71,98,6.3,overcast clouds
362,Clyde River,CA,70.47,-68.59,26.37,84,100,8.72,light snow
363,Barrhead,GB,55.8,-4.39,53.13,81,20,8.23,moderate rain
364,Kuito,AO,-12.38,16.93,86.86,16,66,2.75,broken clouds
365,Ballina,AU,-28.87,153.57,60.01,97,100,1.36,light rain
366,Puerto Escondido,MX,15.85,-97.07,86.83,58,0,2.57,clear sky
367,Luderitz,NA,-26.65,15.16,62.71,64,5,10.2,clear sky
368,Isangel,VU,-19.55,169.27,70.9,75,27,3.68,scattered clouds
369,Chachapoyas,PE,-6.23,-77.87,68.52,60,99,1.78,light rain
370,Palmer,US,42.16,-72.33,58.17,86,100,5.14,overcast clouds
371,Kovdor,RU,67.57,30.48,39.34,95,100,1.55,overcast clouds
372,Ilulissat,GL,69.22,-51.1,28.42,54,20,2.06,few clouds
373,College,US,64.86,-147.8,38.89,86,75,1.54,broken clouds
374,Severnyy,RU,50.68,36.55,48.24,87,0,4.0,clear sky
375,Huilong,CN,31.81,121.66,61.93,78,100,6.24,light rain
376,Urengoy,RU,65.97,78.37,34.0,82,100,4.23,overcast clouds
377,Kruisfontein,ZA,-34.0,24.73,62.89,71,100,4.7,overcast clouds
378,Poum,NC,-20.23,164.02,73.31,63,20,6.21,few clouds
379,Havoysund,NO,71.0,24.66,46.63,89,100,8.02,light rain
380,Ust-Nera,RU,64.57,143.2,9.72,96,100,1.65,overcast clouds
381,Litovko,RU,49.24,135.17,31.68,60,51,5.13,broken clouds
382,Ninohe,JP,40.27,141.31,46.18,76,18,3.03,few clouds
383,Margate,GB,51.38,1.39,64.31,75,100,3.58,overcast clouds
384,Kotelnich,RU,58.31,48.35,46.35,95,100,3.33,overcast clouds
385,Bethel,US,41.37,-73.41,59.54,89,100,0.45,overcast clouds
386,Vysokaya Gora,RU,55.91,49.3,50.18,70,64,5.19,broken clouds
387,Zyryanka,RU,65.75,150.85,19.56,92,100,13.02,snow
388,Saint-Pierre,RE,-21.34,55.48,71.28,73,0,4.12,clear sky
389,Birjand,IR,32.87,59.22,68.47,15,0,3.09,clear sky
390,Ternate,ID,0.8,127.4,80.73,78,49,0.54,scattered clouds
391,Bulaevo,KZ,54.91,70.44,47.88,42,99,3.55,overcast clouds
392,Sept-Iles,CA,50.2,-66.38,57.72,77,75,3.6,broken clouds
393,San Vicente,AR,-26.62,-54.13,83.26,41,15,3.24,light rain
394,Bathsheba,BB,13.22,-59.52,88.41,70,20,11.32,few clouds
395,Road Town,VG,18.42,-64.62,89.69,74,40,5.66,scattered clouds
396,Vardo,NO,70.37,31.11,46.38,61,100,7.2,overcast clouds
397,Nanortalik,GL,60.14,-45.24,37.53,91,97,6.23,light rain
398,Katsuura,JP,35.13,140.3,62.62,91,100,9.82,overcast clouds
399,Port Hardy,CA,50.7,-127.42,57.38,94,75,0.0,broken clouds
400,Ekibastuz,KZ,51.67,75.37,51.46,52,30,3.8,scattered clouds
401,Warrnambool,AU,-38.38,142.48,53.37,91,100,8.47,overcast clouds
402,Manaus,BR,-3.1,-60.02,93.7,55,40,3.6,scattered clouds
403,Incourt,BE,50.7,4.77,63.7,58,100,8.75,overcast clouds
404,Karatau,KZ,43.17,70.47,52.02,25,0,5.0,clear sky
405,Luau,AO,-10.71,22.22,88.65,24,91,1.81,overcast clouds
406,Kaduna,NG,10.52,7.44,72.34,90,84,3.23,heavy intensity rain
407,Verkhnevilyuysk,RU,63.45,120.32,30.92,97,100,3.81,light snow
408,Nipawin,CA,53.37,-104.0,39.24,70,100,7.72,overcast clouds
409,Ijui,BR,-28.39,-53.91,82.42,46,16,3.99,few clouds
410,Camocim,BR,-2.9,-40.84,91.99,47,11,7.18,few clouds
411,Ponta Do Sol,PT,32.67,-17.1,76.71,85,90,0.22,overcast clouds
412,Cap-Chat,CA,49.1,-66.68,55.4,62,76,2.27,broken clouds
413,Chicama,PE,-7.84,-79.15,59.54,59,25,4.05,scattered clouds
414,Atbasar,KZ,51.8,68.33,52.12,34,84,2.25,broken clouds
415,Martapura,ID,-3.42,114.85,75.29,100,75,0.51,broken clouds
416,Grootfontein,NA,-19.57,18.12,94.57,10,6,2.06,clear sky
417,Gorom-Gorom,BF,14.44,-0.24,100.89,19,100,3.01,overcast clouds
418,Oranjestad,AW,12.52,-70.03,88.92,72,20,6.17,few clouds
419,Ewa Beach,US,21.32,-158.01,75.15,81,0,2.06,clear sky
420,Dunedin,NZ,-45.87,170.5,34.63,81,97,9.04,light snow
421,Bubaque,GW,11.28,-15.83,82.72,75,8,4.16,clear sky
422,Coihaique,CL,-45.58,-72.07,52.41,50,75,2.06,broken clouds
423,Prilep,MK,41.35,21.55,55.99,46,96,2.13,overcast clouds
424,Sinnamary,GF,5.38,-52.95,86.41,62,22,5.14,few clouds
425,Banjarmasin,ID,-3.32,114.59,75.34,93,100,0.69,overcast clouds
426,Butajira,ET,8.12,38.37,60.35,77,79,3.71,broken clouds
427,Sorsk,RU,54.0,90.25,32.65,83,100,3.56,overcast clouds
428,Rio Grande,BR,-32.03,-52.1,73.51,67,0,6.82,clear sky
429,Gayny,RU,60.31,54.32,43.36,81,100,3.71,overcast clouds
430,Oussouye,SN,12.48,-16.55,87.03,67,79,4.85,broken clouds
431,San Andres,CO,12.58,-81.7,87.82,74,75,3.09,broken clouds
432,Ancud,CL,-41.87,-73.82,51.19,83,97,9.24,light rain
433,Verkhniy Fiagdon,RU,42.83,44.31,54.27,84,63,1.9,broken clouds
434,Puri,IN,19.8,85.85,79.32,81,42,6.61,scattered clouds
435,Haines Junction,CA,60.75,-137.51,30.15,93,100,1.03,overcast clouds
436,Kidal,ML,18.44,1.41,103.1,10,10,6.35,clear sky
437,Khandbari,NP,27.37,87.2,69.06,86,92,1.25,overcast clouds
438,Dire,ML,12.28,-10.97,87.3,70,55,2.03,light rain
439,Alanya,TR,36.54,32.0,78.93,68,0,0.7,clear sky
440,Taltal,CL,-25.4,-70.48,61.74,60,0,3.18,clear sky
441,Ongole,IN,15.5,80.05,77.9,92,100,5.81,moderate rain
442,Cap Malheureux,MU,-19.98,57.61,72.46,66,1,2.68,clear sky
443,Hargeysa,SO,9.56,44.06,76.1,56,93,6.87,overcast clouds
444,Takoradi,GH,4.88,-1.76,79.39,80,50,4.77,light rain
445,Elat,IL,29.56,34.95,93.04,38,0,2.57,haze
446,Labytnangi,RU,66.66,66.42,36.81,87,59,2.2,broken clouds
447,Mitsamiouli,KM,-11.38,43.28,76.21,78,47,2.78,scattered clouds
448,Evinayong,GQ,1.44,10.55,72.07,96,95,1.28,moderate rain
449,Healdsburg,US,38.61,-122.87,78.91,100,0,0.0,fog
450,Simpang,ID,-1.27,104.08,73.56,97,98,0.78,overcast clouds
451,Nome,US,64.5,-165.41,28.47,93,0,0.0,clear sky
452,Ust-Koksa,RU,50.27,85.61,37.29,59,90,0.99,overcast clouds
453,Svetlogorsk,BY,52.63,29.73,48.69,91,100,3.14,overcast clouds
454,Pabna,BD,24.0,89.25,78.49,90,84,2.84,broken clouds
455,Salekhard,RU,66.53,66.6,36.52,87,57,2.91,broken clouds
456,Krasnyy Luch,UA,48.14,38.94,53.71,60,86,2.48,overcast clouds
457,Tucuman,AR,-26.82,-65.22,84.2,30,0,7.2,clear sky
458,Juba,SS,4.85,31.58,73.24,82,97,1.75,overcast clouds
459,New Castle,US,41.0,-80.35,67.28,49,0,2.06,clear sky
460,Belmonte,BR,-15.86,-38.88,82.4,61,66,4.99,broken clouds
461,Hobyo,SO,5.35,48.53,77.86,85,13,9.17,few clouds
462,Poya,NC,-21.35,165.15,67.89,73,67,1.16,broken clouds
463,Fortuna,US,40.6,-124.16,60.93,86,52,1.56,broken clouds
464,Broome,US,42.25,-75.83,66.2,61,100,2.06,overcast clouds
465,Kjopsvik,NO,68.1,16.37,48.07,87,83,3.79,broken clouds
466,Tazovskiy,RU,67.47,78.7,34.79,72,100,4.33,overcast clouds
467,Amiens,FR,49.9,2.3,67.19,59,7,7.94,clear sky
468,Taybad,IR,34.74,60.78,67.01,16,0,8.88,clear sky
469,Todos Santos,MX,23.45,-110.22,87.3,66,20,1.52,few clouds
470,Arlit,NE,18.74,7.39,102.58,9,5,5.72,clear sky
471,Zhaotong,CN,27.32,103.72,55.45,97,95,2.61,overcast clouds
472,Plouzane,FR,48.38,-4.62,60.98,74,20,6.69,few clouds
473,Egvekinot,RU,66.32,-179.17,33.17,99,100,7.09,snow
474,Mandalgovi,MN,45.76,106.27,35.04,25,30,3.48,scattered clouds
475,Port Moresby,PG,-9.44,147.18,76.42,94,40,2.57,scattered clouds
476,Tezu,IN,27.92,96.17,73.24,98,100,1.13,overcast clouds
477,Nacogdoches,US,31.6,-94.63,80.78,47,0,0.0,haze
478,Maceio,BR,-9.67,-35.74,85.44,65,40,6.17,scattered clouds
479,Guozhen,CN,34.37,107.36,48.4,97,100,1.09,moderate rain
480,Abeche,TD,13.83,20.83,91.15,25,69,2.8,broken clouds
481,Sarapulka,RU,56.87,61.06,49.93,53,100,2.0,overcast clouds
482,Mogadishu,SO,2.04,45.34,77.94,85,8,6.22,clear sky
483,Coquimbo,CL,-29.95,-71.34,62.33,63,20,4.63,few clouds
484,Montelibano,CO,7.98,-75.42,83.84,72,99,1.09,overcast clouds
485,Kayattar,IN,8.95,77.8,81.81,66,100,5.52,moderate rain
486,Kakching,IN,24.48,93.98,68.38,96,99,0.52,overcast clouds
487,Minador Do Negrao,BR,-9.31,-36.86,88.75,40,63,6.21,broken clouds
488,Duma,CN,34.77,108.14,42.67,96,100,1.4,overcast clouds
489,Anadyr,RU,64.75,177.48,41.5,93,75,12.0,light rain
490,Kahului,US,20.89,-156.47,77.85,69,75,3.13,broken clouds
491,Villazon,BO,-22.09,-65.59,62.22,3,0,6.41,clear sky
492,Lososina,RU,49.0,140.31,35.24,59,46,4.52,scattered clouds
493,Aleksandrov Gay,RU,50.15,48.57,58.8,91,100,3.83,light rain
494,Zhangye,CN,38.93,100.45,51.33,36,36,2.27,scattered clouds
495,Marzuq,YE,14.4,46.47,78.3,50,86,3.28,overcast clouds
496,Viedma,AR,-40.81,-63.0,72.63,26,97,6.99,overcast clouds
497,Golden,US,39.76,-105.22,61.2,63,20,2.68,few clouds
498,Kailua,US,21.4,-157.74,75.18,88,75,3.09,broken clouds
499,Faya,SA,18.39,42.45,73.92,32,54,3.82,broken clouds
500,Ambilobe,MG,-13.2,49.05,73.63,75,5,0.31,clear sky
501,Soe,ID,-9.86,124.28,67.14,92,93,1.65,overcast clouds
502,Shahreza,IR,32.03,51.88,69.87,15,0,1.97,clear sky
503,Coolum Beach,AU,-26.53,153.1,62.33,98,100,2.1,overcast clouds
504,Labuhan,ID,-6.88,112.21,77.95,83,100,4.4,overcast clouds
505,Ostrovnoy,RU,68.05,39.51,46.65,92,98,5.72,overcast clouds
506,Marathon,US,44.9,-89.77,66.15,63,40,3.09,scattered clouds
507,Tremedal,BR,-14.98,-41.41,93.56,27,88,2.37,overcast clouds
508,Simoes,BR,-7.6,-40.82,98.37,18,98,5.05,overcast clouds
509,Goundam,ML,16.41,-3.67,103.41,15,16,6.54,few clouds
510,Fort Nelson,CA,58.81,-122.7,36.99,93,100,1.54,mist
511,Topsham,US,43.93,-69.98,57.88,68,94,4.11,light rain
512,Ayan,RU,56.45,138.17,32.02,53,100,7.1,overcast clouds
513,Jeremie,HT,18.65,-74.12,86.41,68,85,2.95,overcast clouds
514,Merauke,ID,-8.47,140.33,78.69,88,100,5.69,overcast clouds
515,Maun,BW,-19.98,23.42,98.56,11,0,2.06,clear sky
516,Nang Rong,TH,14.64,102.79,76.71,85,100,1.24,overcast clouds
517,Brae,GB,60.4,-1.35,51.49,72,50,10.84,scattered clouds
518,Balsas,BR,-7.53,-46.04,102.56,14,0,4.17,clear sky
519,Gazanjyk,TM,39.24,55.52,72.52,9,0,8.91,clear sky
520,Middletown,US,39.52,-84.4,73.89,39,0,1.34,clear sky
521,Adrar,MR,20.5,-10.07,104.58,9,5,6.53,clear sky
522,Koumra,TD,8.91,17.55,78.04,86,99,1.35,light rain
523,Singleton,AU,-32.57,151.18,55.98,89,100,0.45,overcast clouds
524,Lasa,IT,46.62,10.7,61.68,73,42,1.4,scattered clouds
525,Penzance,GB,50.12,-5.54,60.12,63,20,11.32,few clouds
526,Collie,AU,-33.37,116.15,41.38,76,39,1.44,scattered clouds
527,Tucupita,VE,9.06,-62.05,81.9,87,100,0.6,overcast clouds
528,Nendaz,CH,46.18,7.3,63.97,43,0,4.12,clear sky
529,Mabaruma,GY,8.2,-59.78,81.52,87,100,2.11,overcast clouds
530,Onega,RU,63.91,38.14,47.16,97,100,2.03,overcast clouds
531,Progreso,MX,21.28,-89.67,84.31,55,0,2.24,clear sky
532,Karasjok,NO,69.47,25.51,38.53,91,100,3.69,overcast clouds
533,Romanovo,RU,52.62,81.23,47.03,50,100,3.25,overcast clouds
534,Fukue,JP,32.69,128.84,70.92,69,89,8.54,light rain
535,Tautira,PF,-17.73,-149.15,76.44,72,54,10.72,light rain
536,Acuexcomac,MX,19.03,-98.38,67.21,55,40,2.57,scattered clouds
537,Iraray,PH,8.99,118.05,79.68,86,96,1.33,overcast clouds
538,Rawah,IQ,34.48,41.91,89.33,12,0,1.38,clear sky
539,Daru,PG,-9.08,143.21,79.36,89,100,7.2,overcast clouds
540,Arawa,PG,-6.21,155.54,76.05,90,93,1.31,overcast clouds
541,Roebourne,AU,-20.78,117.13,73.9,58,9,6.18,clear sky
542,Dakar,SN,14.69,-17.44,88.68,71,41,6.11,scattered clouds
543,Kiunga,PG,-6.12,141.29,73.83,100,100,0.58,overcast clouds
544,Kyshtovka,RU,56.55,76.63,43.7,92,100,1.36,overcast clouds
545,Verkhnyaya Salda,RU,58.05,60.55,45.52,56,100,2.32,overcast clouds
546,Bereda,ES,43.27,-7.54,69.42,86,65,2.83,broken clouds
547,Olavarria,AR,-36.89,-60.32,63.21,53,100,0.61,moderate rain
548,Rawson,AR,-43.3,-65.1,65.19,35,0,4.89,clear sky
549,Voh,NC,-20.97,164.7,69.75,67,97,1.49,overcast clouds
550,Findlay,US,41.04,-83.65,71.55,40,0,0.0,clear sky
551,Macau,MO,22.2,113.55,84.85,84,40,7.72,scattered clouds
552,San Luis,AR,-33.3,-66.34,52.18,78,99,5.77,moderate rain
553,Shurugwi,ZW,-19.67,30.01,79.99,18,0,4.74,clear sky
554,Along,IN,28.17,94.77,72.5,99,100,0.55,overcast clouds
555,Fort-Shevchenko,KZ,44.51,50.26,67.93,57,43,2.75,scattered clouds
556,Otane,NZ,-39.88,176.63,39.0,90,71,3.8,broken clouds
557,Camacupa,AO,-12.02,17.48,86.81,21,52,5.08,broken clouds
558,Isabela,PH,6.71,121.97,79.79,82,100,1.03,moderate rain
559,Hanmer Springs,NZ,-42.52,172.82,19.9,91,85,2.35,overcast clouds
560,Evensk,RU,61.95,159.23,33.87,78,100,6.93,overcast clouds
561,Alta Floresta,BR,-9.88,-56.09,93.02,49,75,1.54,broken clouds
562,Leua,SK,48.22,18.61,63.5,65,100,2.27,overcast clouds
563,Buzmeyin,TM,38.05,58.21,67.73,21,0,4.12,clear sky
564,Matara,LK,5.95,80.54,77.9,88,100,4.79,overcast clouds
565,Liwale,TZ,-9.77,37.93,80.31,31,8,4.1,clear sky
566,Sayansk,RU,54.11,102.16,29.73,78,89,1.57,overcast clouds
567,Canutama,BR,-6.53,-64.38,100.89,30,14,1.55,few clouds
568,Talas,TR,38.69,35.55,63.27,52,40,2.57,scattered clouds
569,San Juan,AR,-31.54,-68.54,56.62,58,100,10.19,overcast clouds
570,Sistranda,NO,63.73,8.83,53.56,83,100,7.98,light rain
571,Sena Madureira,BR,-9.07,-68.66,100.04,30,12,1.89,few clouds
572,Tual,ID,-5.67,132.75,81.99,80,100,4.34,overcast clouds
573,Pacifica,US,37.61,-122.49,64.4,93,40,5.14,mist
574,Lata,PT,40.16,-8.33,81.48,39,0,3.86,clear sky
575,Faanui,PF,-16.48,-151.75,77.34,75,18,10.27,light rain
576,Gloversville,US,43.05,-74.34,61.03,76,100,2.06,overcast clouds
577,Sindor,RU,62.86,51.89,42.55,92,100,3.09,overcast clouds
578,Port Lincoln,AU,-34.73,135.87,55.09,92,3,3.47,clear sky
579,Mirnyy,RU,62.54,113.96,29.84,77,100,5.73,overcast clouds
580,Hofn,IS,64.25,-15.21,46.42,53,20,5.66,few clouds
581,Gorontalo,ID,0.54,123.06,74.86,95,68,1.28,broken clouds
582,Lamar,US,33.67,-95.58,79.9,46,0,2.57,clear sky
583,Vila Velha,BR,-20.33,-40.29,80.55,76,40,5.66,scattered clouds
584,Constitucion,CL,-35.33,-72.42,58.89,64,3,4.2,clear sky
585,Sabha,LY,27.04,14.43,82.94,23,0,5.85,clear sky
586,Meiganga,CM,6.52,14.3,72.82,88,98,0.91,light rain
587,Banchory,GB,57.05,-2.49,52.36,82,100,4.08,overcast clouds
588,Homer,US,59.64,-151.55,52.77,76,100,6.26,overcast clouds
589,Ayagoz,KZ,47.97,80.44,37.26,37,2,4.8,clear sky
590,Behat,IN,30.17,77.62,76.1,82,31,2.73,scattered clouds
591,Bend,US,44.06,-121.32,63.99,55,0,2.06,haze
592,Port Hedland,AU,-20.32,118.57,66.25,94,0,3.6,clear sky
593,Akdepe,TM,42.06,59.38,57.29,15,0,4.96,clear sky
594,Huambo,AO,-12.78,15.74,84.45,21,81,1.32,broken clouds
595,Monywa,MM,22.12,95.13,83.17,73,6,1.59,clear sky
596,Rundu,NA,-17.93,19.77,96.76,6,0,4.66,clear sky
597,Maragogi,BR,-9.01,-35.22,83.79,59,53,4.39,broken clouds
598,Kloulklubed,PW,7.04,134.26,75.7,75,73,3.61,broken clouds
599,Vila Franca Do Campo,PT,37.72,-25.43,72.19,79,100,3.59,overcast clouds
600,Lichinga,MZ,-13.31,35.24,73.49,43,3,4.12,smoke
601,Koslan,RU,63.46,48.9,43.41,91,100,3.22,overcast clouds
602,Vawkavysk,BY,53.16,24.45,54.61,69,100,4.9,overcast clouds
603,Los Arabos,CU,22.73,-80.72,84.58,57,17,3.12,moderate rain
604,Holstebro,DK,56.36,8.62,59.05,87,100,11.17,overcast clouds
605,Guilin,CN,25.28,110.29,73.51,64,55,4.18,broken clouds
606,Deder,ET,9.32,41.45,60.17,62,94,0.14,overcast clouds
607,Papagaios,BR,-19.45,-44.75,86.5,41,19,2.39,few clouds
608,Kielce,PL,50.87,20.63,59.81,1,100,3.62,overcast clouds
609,Vynohradivka,UA,45.68,28.57,61.2,42,85,2.7,overcast clouds
610,Taian,CN,36.19,117.12,50.0,73,100,1.7,overcast clouds
611,Kuching,MY,1.55,110.33,77.22,94,20,1.54,few clouds
612,Necochea,AR,-38.55,-58.74,64.18,59,100,3.28,light rain
613,Mega,ET,4.05,38.3,68.94,50,95,5.82,overcast clouds
614,Zhigansk,RU,66.77,123.37,24.21,94,100,1.84,overcast clouds
615,Kaspiyskiy,RU,45.39,47.37,67.15,82,95,1.95,overcast clouds
616,Kudahuvadhoo,MV,2.67,72.89,81.64,77,100,7.92,overcast clouds
617,Ulaangom,MN,49.98,92.07,36.95,47,100,0.93,overcast clouds
618,Jibuti,DJ,11.5,42.5,85.66,43,28,3.74,scattered clouds
619,Srandakan,ID,-7.94,110.25,77.05,84,100,2.64,overcast clouds
620,Kinshasa,CD,-4.32,15.32,91.49,43,98,1.44,overcast clouds
621,Salinopolis,BR,-0.61,-47.36,85.12,63,5,5.53,clear sky
622,Thessalon,CA,46.25,-83.57,62.89,70,100,3.09,overcast clouds
623,Lienz,AT,46.83,12.77,64.89,80,95,1.69,overcast clouds
624,Santa Rosalia,MX,27.32,-112.28,78.1,57,0,0.33,clear sky
625,Khonsa,IN,27.02,95.57,65.64,99,88,1.44,overcast clouds
626,Vilhena,BR,-12.74,-60.15,89.82,48,40,5.14,scattered clouds
627,Sosnovo-Ozerskoye,RU,52.52,111.54,20.59,76,41,2.15,scattered clouds
628,Shu,KZ,43.6,73.76,56.79,25,0,5.94,clear sky
629,Marawi,PH,8.0,124.29,70.21,91,100,1.07,light rain
630,Robinson,US,31.47,-97.11,81.01,44,0,1.54,clear sky
631,Olinda,BR,-8.01,-34.86,82.13,65,40,4.63,scattered clouds
632,Chake Chake,TZ,-5.25,39.77,75.36,82,56,5.7,broken clouds
633,Sangar,RU,63.92,127.47,22.5,81,60,3.09,broken clouds
634,Chodavaram,IN,17.83,82.95,76.84,94,100,1.48,overcast clouds
635,Kathmandu,NP,27.72,85.32,66.42,100,75,1.03,broken clouds
636,Oytal,KZ,42.91,73.27,54.5,46,20,1.76,few clouds
637,Fengkou,CN,30.08,113.27,50.31,87,100,5.32,overcast clouds
638,Kundiawa,PG,-6.02,144.97,60.96,97,100,0.83,overcast clouds
639,Santa Cruz,BO,-17.8,-63.17,89.65,55,40,11.83,scattered clouds
640,Buchanan,LR,5.88,-10.05,79.88,81,99,3.7,overcast clouds
641,Jega,NG,12.22,4.38,94.82,39,73,1.75,broken clouds
642,Cartagena,CO,10.4,-75.51,80.22,83,75,3.09,broken clouds
643,Muli,MV,2.92,73.57,81.59,78,99,8.23,overcast clouds
644,Wewak,PG,-3.55,143.63,80.53,84,99,3.84,overcast clouds
645,Cururupu,BR,-1.83,-44.87,88.57,53,38,3.83,scattered clouds
646,Mumford,GH,5.26,-0.76,79.0,80,45,5.65,scattered clouds
647,Ahipara,NZ,-35.17,173.17,53.04,69,100,7.28,overcast clouds
648,Coro,VE,11.4,-69.67,87.87,64,28,5.12,scattered clouds
649,Fredonia,US,42.44,-79.33,67.08,53,0,2.06,clear sky
650,Talnakh,RU,69.49,88.4,31.21,94,81,2.7,broken clouds
651,Ponta Delgada,PT,37.73,-25.67,73.51,88,75,2.57,light intensity shower rain
652,Magistralnyy,RU,56.17,107.45,26.1,77,37,1.53,scattered clouds
653,Ageyevo,RU,54.16,36.47,46.67,92,94,3.9,light rain
654,Fartura,BR,-23.39,-49.51,81.75,55,0,0.56,clear sky
655,Klaksvik,FO,62.23,-6.59,49.12,79,100,12.87,overcast clouds
656,Beira,MZ,-19.84,34.84,77.09,94,40,5.61,scattered clouds
657,Samfya,ZM,-11.36,29.56,83.19,14,31,2.88,scattered clouds
658,Maldonado,UY,-34.67,-54.92,74.59,49,51,5.49,broken clouds
659,Sakakah,SA,29.97,40.21,96.37,11,62,3.89,broken clouds
660,Port Macquarie,AU,-31.43,152.92,56.89,84,100,1.5,overcast clouds
661,Mayumba,GA,-3.43,10.66,77.4,84,93,4.25,overcast clouds
662,Maniitsoq,GL,65.42,-52.9,34.12,52,9,0.4,clear sky
663,Trinidad,BO,-14.83,-64.9,94.98,43,40,6.17,scattered clouds
664,Duekoue,CI,6.75,-7.35,79.99,87,97,0.96,light rain
665,Ivolginsk,RU,51.75,107.28,29.86,80,40,1.0,scattered clouds
666,Emirdag,TR,39.02,31.15,55.36,72,84,1.15,moderate rain
667,Ulladulla,AU,-35.35,150.47,56.3,92,100,4.87,light rain
668,Eyl,SO,7.98,49.82,79.07,76,62,8.94,broken clouds
669,Berlevag,NO,70.86,29.09,44.4,75,0,4.12,clear sky
670,Raton,US,36.9,-104.44,52.05,97,100,2.06,heavy intensity rain
671,Cobourg,DE,50.27,10.97,64.38,78,100,0.45,overcast clouds
672,Tabou,CI,4.42,-7.35,80.2,79,56,3.65,light rain
673,Lethem,GY,3.38,-59.8,91.02,52,89,0.97,overcast clouds
674,Dudinka,RU,69.41,86.18,31.62,94,99,3.27,overcast clouds
675,Qasigiannguit,GL,68.82,-51.19,28.65,65,12,2.13,few clouds
676,Arco,IT,45.92,10.89,72.99,68,55,1.77,broken clouds
677,Abha,SA,18.22,42.51,73.65,17,40,6.69,scattered clouds
678,Batticaloa,LK,7.71,81.69,81.09,77,100,3.92,overcast clouds
679,Jiexiu,CN,37.02,111.91,48.51,86,100,1.4,overcast clouds
680,Cairns,AU,-16.92,145.77,73.35,92,100,3.6,overcast clouds
681,Varzea Da Palma,BR,-17.6,-44.73,86.05,45,76,2.82,broken clouds
682,Porto Novo,BJ,6.5,2.6,84.02,66,86,4.82,overcast clouds
683,Singaparna,ID,-7.35,108.11,70.88,96,100,0.34,overcast clouds
684,Glossop,GB,53.44,-1.95,56.98,77,99,7.45,overcast clouds
685,Safaga,EG,26.73,33.94,85.95,55,8,4.1,clear sky
686,Sao Joao Da Barra,BR,-21.64,-41.05,75.29,84,100,3.31,overcast clouds
687,Kasempa,ZM,-13.46,25.83,84.88,13,9,2.46,clear sky
688,Elizabeth City,US,36.29,-76.25,59.02,86,100,4.12,overcast clouds
689,Entre Rios,BR,-11.94,-38.08,90.86,35,0,4.35,clear sky
690,Ayr,GB,55.46,-4.63,53.58,71,40,7.72,scattered clouds
691,Turbat,PK,26.0,63.04,84.58,53,0,3.44,clear sky
692,Tsybli,UA,49.99,31.56,51.42,78,100,2.48,overcast clouds
693,Moroni,KM,-11.7,43.26,75.24,80,58,0.18,broken clouds
694,Alyangula,AU,-13.85,136.42,78.58,78,67,2.39,broken clouds
695,Tobol,KZ,52.68,62.58,50.05,24,100,3.8,overcast clouds
696,Puerto Carreno,CO,6.19,-67.49,87.78,66,40,2.06,scattered clouds
697,Saint-Joseph,RE,-21.37,55.62,70.18,76,13,4.42,few clouds
698,Tabuk,PH,17.42,121.44,74.52,92,47,0.91,scattered clouds
699,Marrakesh,MA,31.63,-8.01,85.37,22,100,2.24,overcast clouds
700,Singaraja,ID,-8.11,115.09,79.16,82,91,3.18,overcast clouds
701,Manbij,SY,36.53,37.95,79.68,33,100,3.57,overcast clouds
702,Bara,NG,10.37,10.73,86.95,56,60,1.42,broken clouds
703,Jangaon,IN,17.72,79.18,73.85,99,100,1.89,overcast clouds
704,Ferkessedougou,CI,9.6,-5.2,86.58,61,48,1.91,light rain
705,Sharjah,AE,25.36,55.4,89.58,74,0,4.63,clear sky
706,Ingham,US,42.6,-84.38,70.16,45,0,1.54,clear sky
707,Acapulco,MX,16.86,-99.89,84.02,65,40,0.0,scattered clouds
